,name,artists,hit,sentiment,score
12598,When You Love Someone,Jake Owen,0.0,positive,0.9977
12599,When You Love Someone - Acoustic,James TW,0.0,positive,0.9988
12600,When You're Gone - Live,Lucifer's Friend,0.0,positive,0.9976
12601,Where Are You Now?,"Royal Blood, Vinyl on HBO",0.0,positive,0.9676
12602,Where Do We Go (feat. Carah Faye),"Lindsey Stirling, Carah Faye",0.0,positive,0.6243
12603,Where I Am,Jake Owen,0.0,positive,0.7788
12604,Where the Light Gets In,Primal Scream,0.0,positive,0.9552
12605,Where The Light Shines Through,Switchfoot,0.0,positive,0.9888
12606,Wherever I Go,OneRepublic,1.0,positive,0.9925
12607,While He's Still Around,Florida Georgia Line,0.0,positive,0.9871
12608,Whirling Eye,The Kills,0.0,positive,0.9867
12609,Whiskey,Joey Landreth,0.0,positive,0.9773
12610,Whistleblower,Dan Mangan,0.0,negative,-0.5423
12611,White Bird,The Coral,0.0,neutral,0.4404
12612,White Ferrari,Frank Ocean,0.0,positive,0.9352
12613,White Knuckles,Tegan and Sara,0.0,negative,-0.995
12614,White Offerings,AFI,0.0,positive,0.9766
12615,White Privilege II (feat. Jamila Woods),"Macklemore, Ryan Lewis, Jamila Woods",0.0,negative,-0.9964
12616,Who Am I,"Katy B, Craig David, Major Lazer",0.0,negative,-0.9942
12617,Who Am I,DeJ Loaf,0.0,negative,-0.9897
12618,Who Do You Think Of?,M.O,0.0,negative,-0.9941
12619,Who Needs The Young,Meat Loaf,0.0,positive,0.7234
12620,Who Shot Me?,YG,0.0,negative,-0.9994
12621,Why Do I Feel,Dierks Bentley,0.0,positive,0.9641
12622,Why You Always Hatin?,"YG, Drake, Kamaiyah",1.0,positive,0.9977
12623,Wicked,Future,1.0,negative,-0.9998
12624,Widow's Peak,Bat For Lashes,0.0,neutral,0.3071
12625,WiFi,"Shelley FKA DRAM, Erykah Badu",0.0,positive,0.9933
12626,Wild Forever,Sophie Ellis-Bextor,0.0,positive,0.9668
12627,Wild Season (feat. Florence Welch),"Banks & Steelz, Florence Welch",0.0,positive,0.9244
12628,Wild West,Lissie,0.0,positive,0.9966
12629,Wildflower,The Avalanches,0.0,negative,-0.7263
12630,WildHorse,RaeLynn,0.0,positive,0.9876
12631,Will O the Wisp,Opeth,0.0,negative,-0.9957
12632,Winter Bird,AURORA,0.0,positive,0.5362
12633,Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,Florence + The Machine,0.0,positive,0.9839
12634,Wishing,"DJ Drama, Skeme, Lyquin, Chris Brown",1.0,positive,0.9977
12635,With You,"Drake, PARTYNEXTDOOR",1.0,neutral,-0.4769
12636,Without a Fight (feat. Demi Lovato),"Brad Paisley, Demi Lovato",0.0,neutral,0.1485
12637,Wolves of Winter,Biffy Clyro,0.0,positive,0.9609
12638,Woman Up,Meghan Trainor,0.0,positive,0.9936
12639,Wona,"Mumford & Sons, Baaba Maal, The Very Best, Beatenberg",0.0,negative,-0.975
12640,Woo,Rihanna,0.0,positive,0.9993
12641,Wordless - Bonus Track,Lauren Daigle,0.0,positive,0.8504
12642,Work,"Rihanna, Drake",1.0,negative,-0.9978
12643,Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",1.0,positive,0.9717
12644,Work It Out,Bizzle,0.0,negative,-0.9966
12645,Work To Do,Lee Fields & The Expressions,0.0,positive,0.9561
12646,World Is Mine (feat. Big Sean),"A$AP Ferg, Big Sean",0.0,negative,-0.9989
12647,World on Sticks,Sam Phillips,0.0,positive,0.9031
12648,Worthless Words,Tom Chaplin,0.0,negative,-0.9201
12649,"Wrapped Up, Tangled Up In Jesus (God's Got It)","Hank Williams, Jr.",0.0,negative,-0.9589
12650,Wreak Havoc,Skylar Grey,0.0,negative,-0.9993
12651,Wristband,Paul Simon,0.0,negative,-0.9308
12652,Write On Me,Fifth Harmony,0.0,positive,0.9943
12653,wRoNg (feat. Kehlani),"ZAYN, Kehlani",0.0,positive,0.9956
12654,Wrong Crowd,Tom Odell,0.0,negative,-0.9969
12655,Wrote My Way Out,"Nas, Dave East, Lin-Manuel Miranda, Aloe Blacc",0.0,negative,-0.9851
12656,X (feat. Future),"21 Savage, Metro Boomin, Future",1.0,negative,-0.9995
12657,Yamborghini High (feat. Juicy J),"A$AP Mob, Juicy J",0.0,negative,-0.9994
12658,"yea, babe, no way",LANY,0.0,positive,0.994
12659,yes girl,Bea Miller,0.0,negative,-0.9928
12660,Yesterday's Song,Hunter Hayes,0.0,positive,0.9859
12661,You & Me,"Marc E. Bassy, G-Eazy",1.0,neutral,0.0801
12662,You Are Free,Jimmy Eat World,0.0,positive,0.9981
12663,You Could've Loved Me,Frankie Ballard,0.0,positive,0.9971
12664,You Don’t Get Me High Anymore,Phantogram,0.0,negative,-0.8937
12665,You Don't Know Love,Olly Murs,0.0,positive,0.9979
12666,You Don't Know Me,"Jax Jones, RAYE",0.0,positive,0.9976
12667,You Don't Know My Heart,Rachel Platten,0.0,positive,0.9954
12668,You Gotta Go Through Hell,George Strait,0.0,positive,0.936
12669,You Gotta Not,Little Mix,0.0,negative,-0.9785
12670,You Hold It All (Every Mountain),Newsboys,0.0,positive,0.9042
12671,You Hold It All Together,"All Sons & Daughters, Leslie Jordan, David Leonard",0.0,positive,0.5106
12672,You Leave Alone,Hayes Carll,0.0,positive,0.7277
12673,You Love Me 'Cause I Hate You,Lacuna Coil,0.0,negative,-0.9947
12674,You Make It Look So Good,Thompson Square,0.0,positive,0.9991
12675,You Want It Darker,Leonard Cohen,0.0,negative,-0.9855
12676,You Want Me (feat. Sadie Ama),"Tom Zanetti, Sadie Ama",0.0,positive,0.9899
12677,You Was Right,Lil Uzi Vert,1.0,positive,0.9983
12678,You With Me,Jimmy Eat World,0.0,positive,0.9269
12679,"You're a Man Now, Boy",Raleigh Ritchie,0.0,negative,-0.9247
12680,You're Not Alone,Joe and Jake,0.0,positive,0.9517
12681,You're Not There,Lukas Graham,0.0,negative,-0.8922
12682,You're Welcome,Dwayne Johnson,1.0,positive,0.9944
12683,You've Changed My Mind,Bonnie Raitt,0.0,negative,-0.5647
12684,You've Got My Number,Cole Swindell,0.0,positive,0.9972
12685,Youngblood,Green Day,0.0,negative,-0.9306
12686,Your Love,Charles Kelley,0.0,positive,0.9695
12687,Your Love Awakens Me,Phil Wickham,0.0,positive,0.9872
12688,Your Mercy,Paul Baloche,0.0,positive,0.9985
12689,Your Version of Me,Steady Holiday,0.0,neutral,0.1245
12690,Youth,Glass Animals,0.0,positive,0.9985
12691,Zero,Otep,0.0,negative,-0.9318
12692,(No One Knows Me) Like the Piano,Sampha,0.0,neutral,0.4588
12693,...Ready For It?,Taylor Swift,1.0,positive,0.9227
12694,1 Night (feat. Charli XCX),"Mura Masa, Charli XCX",0.0,positive,0.9731
12695,1-800-273-8255,"Logic, Alessia Cara, Khalid",1.0,negative,-0.993
12696,100 Bags,Stormzy,0.0,positive,0.9846
12697,100 Letters,Halsey,0.0,positive,0.9927
12698,1000,"N.E.R.D, Future, Pharrell Williams",0.0,negative,-0.9877
12699,"1,000 Degrees",Art of Anarchy,0.0,negative,-0.997
12700,100M's,Dave,0.0,positive,0.9984
12701,13,LANY,0.0,negative,-0.9955
12702,13 (There is A Light),U2,0.0,positive,0.8669
12703,13 Beaches,Lana Del Rey,0.0,positive,0.9854
12704,17,MK,0.0,positive,0.9778
12705,1942 Flows,Meek Mill,0.0,negative,-0.9976
12706,20 Min,Lil Uzi Vert,0.0,positive,0.9975
12707,20 Years From Now,New Found Glory,0.0,negative,-0.7082
12708,2U,"David Guetta, Justin Bieber",1.0,neutral,0.2197
12709,30000 Megatons,Pond,0.0,negative,-0.9517
12710,3WW,alt-J,0.0,positive,0.9731
12711,4 AM,"2 Chainz, Travis Scott",1.0,positive,0.991
12712,4-15-13,Dropkick Murphys,0.0,positive,0.928
12713,4:44,JAY-Z,1.0,positive,0.7484
12714,6/8,blink-182,0.0,negative,-0.9939
12715,85,Andy Grammer,0.0,negative,-0.9648
12716,85 Videos,Mew,0.0,negative,-0.6855
12717,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator, Frank Ocean, Steve Lacy",0.0,negative,-0.9988
12718,A Fever Dream,Everything Everything,0.0,positive,0.9943
12719,A Girl Like You,Easton Corbin,0.0,positive,0.9984
12720,A Job To Do,"Jerry Cantrell, Tyler Bates, Gil Sharone",0.0,neutral,-0.4763
12721,A L I E N S,Coldplay,0.0,neutral,-0.3818
12722,A Lie,"French Montana, The Weeknd, Max B",1.0,positive,0.9975
12723,A Little Crazy,Nicole Atkins,0.0,negative,-0.8942
12724,A Little Dive Bar in Dahlonega,Ashley McBryde,0.0,positive,0.8704
12725,A Little Work,Fergie,0.0,negative,-0.8154
12726,A Long Drive Home to Tarzana,Ray Davies,0.0,positive,0.965
12727,A Man Is Not His Song,Feist,0.0,positive,0.8455
12728,A Simple Song,Chris Stapleton,0.0,positive,0.9581
12729,A Thousand Million Reasons,Colin Hay,0.0,positive,0.9655
12730,Absolute,"Comeback Kid, Devin Townsend",0.0,negative,-0.995
12731,Add To Me,Ledisi,0.0,positive,0.9921
12732,Adeline,alt-J,0.0,positive,0.9957
12733,Adiós,Glen Campbell,0.0,positive,0.8481
12734,Adults,Get Cape. Wear Cape. Fly,0.0,negative,-0.8012
12735,AfricAryaN,"Logic, Neil deGrasse Tyson",0.0,positive,0.9995
12736,After The Zero Hour,Wolf Alice,0.0,neutral,-0.168
12737,Afterburn,Art of Anarchy,0.0,neutral,-0.4898
12738,Ahead Of Myself,X Ambassadors,0.0,positive,0.9946
12739,Ain’t My Daddy’s Town,Josh Abbott Band,0.0,positive,0.7114
12740,Ain't No Little Girl,Kasey Chambers,0.0,positive,0.9594
12741,Aladdin,Not3s,0.0,negative,-0.9863
12742,Alakazam (feat. Jme & Denzel Curry),"AJ Tracey, Jme, Denzel Curry",0.0,negative,-0.7191
12743,Alive,Edge Of Paradise,0.0,negative,-0.9837
12744,Alive,Ben Haenow,0.0,positive,0.9857
12745,All About Waiting (feat. Camila Grey),"Dhani Harrison, Camila Grey",0.0,positive,0.9977
12746,All American Made,Margo Price,0.0,negative,-0.9777
12747,All Around The World (feat. Desiigner),"Mura Masa, Desiigner",0.0,negative,-0.558
12748,All Disco,Elbow,0.0,negative,-0.9502
12749,All I Got Is You,Deep Purple,0.0,positive,0.5216
12750,All In One Night,Stereophonics,0.0,positive,0.5574
12751,All My Life,Aerial School,0.0,positive,0.9999
12752,All My Love (feat. Conor Maynard),"Cash Cash, Conor Maynard",0.0,positive,0.9976
12753,All Night,"Steve Aoki, Lauren Jauregui",0.0,positive,0.9794
12754,All Of The Dead Girls,DREAMCAR,0.0,positive,0.9913
12755,All On Me - Acoustic Version,Devin Dawson,0.0,negative,-0.969
12756,All On My Mind - Single Version,Anderson East,0.0,positive,0.9869
12757,All the Pretty Girls,The Darkness,0.0,positive,0.9895
12758,All Your Friends,Sophie Elise,0.0,negative,-0.7757
12759,Almost Like Praying (feat. Artists for Puerto Rico),"Lin-Manuel Miranda, Alex Lacamoire, Ana Villafañe, Anthony Ramos, Camila Cabello, Dessa, Ednita Nazario, Fat Joe, Gilberto Santa Rosa, Gina Rodriguez, Gloria Estefan, Jennifer Lopez, Joell Ortiz, John Leguizamo, Juan Luis Guerra 4.40, Luis Fonsi, Marc Anthony, Pj Sin Suela, Pedro Capó, Rita Moreno, Rubén Blades, Tommy Torres",0.0,positive,0.9921
12760,Alone,Jessie Ware,0.0,negative,-0.9178
12761,Alone,Halsey,0.0,positive,0.9361
12762,Alone In A Room,Asking Alexandria,0.0,negative,-0.9974
12763,Alone in the Dark,Sheryl Crow,0.0,neutral,0.0689
12764,Altitude Adjustment,Midland,0.0,positive,0.9923
12765,Always,Andy Grammer,0.0,positive,0.9949
12766,Always,Get Cape. Wear Cape. Fly,0.0,positive,0.9998
12767,Always Ascending - Edit,Franz Ferdinand,0.0,neutral,-0.2978
12768,Always Knew,Lecrae,0.0,positive,0.8714
12769,Am I All Alone (Or Is It Only Me),"Glen Campbell, Vince Gill",0.0,negative,-0.9763
12770,Amar Pelos Dois,Salvador Sobral,0.0,neutral,0.0
12771,America,"Logic, Black Thought, Chuck D, Big Lenbo, No I.D",0.0,negative,-0.9998
12772,"American Dream (feat. J. Cole, Kendrick Lamar)","Jeezy, J. Cole, Kendrick Lamar",0.0,positive,0.9556
12773,american dream,LCD Soundsystem,0.0,negative,-0.975
12774,American Dreams,Flobots,0.0,positive,0.7616
12775,American Dreams,Papa Roach,0.0,positive,0.612
12776,American Soul,U2,0.0,positive,0.9595
12777,Americana,Ray Davies,0.0,positive,0.9047
12778,Amsterdam,Nothing But Thieves,0.0,neutral,0.4923
12779,Andromeda (feat. DRAM),Gorillaz,0.0,positive,0.9898
12780,Angel,Fifth Harmony,0.0,positive,0.9929
12781,Angel of Love,Chris Rea,0.0,positive,0.9873
12782,Angel On Fire,Halsey,0.0,negative,-0.969
12783,Angels in Chains,Geri Halliwell,0.0,negative,-0.9527
12784,Another Day Of Sun - With Radios,La La Land Cast,0.0,positive,0.899
12785,Another Dumb Love Song,Jessie James Decker,0.0,positive,0.9728
12786,Antifa,Ministry,0.0,negative,-0.8898
12787,Any Friend of Diane's,Weezer,0.0,positive,0.9962
12788,Anyone Else,PVRIS,0.0,positive,0.7149
12789,"Anything U Want (feat. Wiz Khalifa, Jeremih & Ty Dolla $ign)","Sevyn Streeter, Wiz Khalifa, Jeremih, Ty Dolla $ign",0.0,positive,0.9121
12790,Anything's Possible,Lea Michele,0.0,positive,0.8551
12791,Anywhere,Rita Ora,0.0,positive,0.9812
12792,Apple of My Eye (feat. Raphael Saadiq),"Rick Ross, Raphael Saadiq",0.0,negative,-0.5132
12793,Apples,Lily Allen,0.0,negative,-0.9039
12794,Apricot Princess,Rex Orange County,0.0,positive,0.9911
12795,Arc Of Bar,Japandroids,0.0,positive,0.9991
12796,Are You Happy Now,"Rascal Flatts, Lauren Alaina",0.0,positive,0.99
12797,Arisen My Senses,"Björk, Arca",0.0,positive,0.9948
12798,Arkansas Farmboy,Glen Campbell,0.0,neutral,-0.296
12799,Armour - Paperwhite Remix,"Minke, Paperwhite",0.0,negative,-0.9932
12800,Arms Open,The Script,0.0,positive,0.9844
12801,Arose,Eminem,0.0,positive,0.9977
12802,As the World Caves In,Matt Maltese,0.0,negative,-0.9062
12803,Ascension (feat. Vince Staples),"Gorillaz, Vince Staples",0.0,negative,-0.9988
12804,At My Best (feat. Hailee Steinfeld),"Machine Gun Kelly, Hailee Steinfeld",1.0,positive,0.6769
12805,At the House,Blake Shelton,0.0,positive,0.9722
12806,At the Purchaser's Option,Rhiannon Giddens,0.0,positive,0.9564
12807,Atletico (The Only One),Rae Morris,0.0,positive,0.9993
12808,Attention - Acoustic,Charlie Puth,0.0,positive,0.8693
12809,Audition (The Fools Who Dream) - Studio Version,Emma Stone,0.0,negative,-0.9825
12810,Automatic,Amy Macdonald,0.0,positive,0.9663
12811,Automaton,Jamiroquai,0.0,positive,0.9442
12812,Ave Dreamer,Benjamin Clementine,0.0,positive,0.9552
12813,Aye Muthafucka,TLC,0.0,positive,0.803
12814,Baby Be Simple,Feist,0.0,positive,0.6858
12815,Baby Got Gone,Kenny Wayne Shepherd,0.0,negative,-0.8362
12816,Back For More,"Justine Skye, Jeremih",0.0,positive,0.8649
12817,Back 2 Life,LeToya Luckett,0.0,positive,0.9918
12818,Back To Me,Of Mice & Men,0.0,negative,-0.8337
12819,Back To The Otherside,Kid Rock,0.0,positive,0.9983
12820,Back To Us,Rascal Flatts,0.0,positive,0.9881
12821,Back to You (feat. Bebe Rexha & Digital Farm Animals),"Louis Tomlinson, Bebe Rexha, Digital Farm Animals",1.0,negative,-0.999
12822,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)","Steel Banglez, Yungen, MoStack, Mr Eazi, Not3s",0.0,negative,-0.9915
12823,Bad Ass and Blind,Raul Midón,0.0,negative,-0.9737
12824,Bad At Love,Halsey,1.0,positive,0.9863
12825,Bad Blood - SBTRKT Remix,"Nao, SBTRKT",0.0,negative,-0.9981
12826,Bad Boys (feat. Ghetts and J Hus),"Stormzy, Ghetts, J Hus",0.0,negative,-0.9999
12827,Bad Husband (feat. X Ambassadors),"Eminem, X Ambassadors",0.0,negative,-0.9912
12828,Bad Liar,Selena Gomez,1.0,negative,-0.9992
12829,Bad Things,"Milky Chance, Izzy Bizu",0.0,neutral,0.2033
12830,Bad Together,Dua Lipa,0.0,negative,-0.9986
12831,Balancing the Dark,Rolo Tomassi,0.0,negative,-0.7717
12832,Baldin de Gelo,Claudia Leitte,0.0,positive,0.5267
12833,Bam,"JAY-Z, Damian Marley",0.0,negative,-0.9871
12834,Bank Account,21 Savage,1.0,positive,0.6972
12835,Barcelona,Ed Sheeran,0.0,positive,0.9778
12836,Barking,Ramz,0.0,negative,-0.9821
12837,Bartier Cardi (feat. 21 Savage),"Cardi B, 21 Savage",1.0,negative,-0.9995
12838,Bastards,Kesha,0.0,negative,-0.9885
12839,Be Careful What You Wish For,Noel Gallagher's High Flying Birds,0.0,positive,0.8355
12840,Be My Girl,Aaron Watson,0.0,positive,0.9287
12841,Be Myself,Sheryl Crow,0.0,positive,0.9613
12842,Be Who You Are,The Kooks,0.0,negative,-0.9237
12843,Be with Me,Old Dominion,0.0,neutral,0.4912
12844,Beach Boys,Weezer,0.0,positive,0.9859
12845,Beat Up Bible,Little Big Town,0.0,neutral,0.3423
12846,Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",1.0,positive,0.9996
12847,Beautiful Day,"Brian Owens, The Deacons Of Soul",0.0,negative,-0.9868
12848,Beautiful In White,Shane Filan,0.0,positive,0.999
12849,Beautiful Ones,Hurts,0.0,positive,0.9995
12850,Beautiful People Beautiful Problems (feat. Stevie Nicks),"Lana Del Rey, Stevie Nicks",0.0,positive,0.9985
12851,Beautiful Trauma,P!nk,1.0,positive,0.9996
12852,Beautifully Unconventional,Wolf Alice,0.0,positive,0.9971
12853,Become The One,Goldfrapp,0.0,positive,0.9732
12854,Bedroom Floor,Liam Payne,0.0,positive,0.9519
12855,Been Meaning To Tell You,Starley,0.0,positive,0.9713
12856,Before Anyone Knew Our Name,Stereophonics,0.0,negative,-0.7931
12857,Before I Do,Sevyn Streeter,0.0,positive,0.985
12858,Before You Judge,Bryson Tiller,0.0,negative,-0.9965
12859,Believer,Imagine Dragons,1.0,negative,-0.9939
12860,bellyache,Billie Eilish,0.0,positive,0.951
12861,Belong to You (feat. 6LACK),"Sabrina Claudio, 6LACK",0.0,positive,0.9728
12862,Benjamin,Tori Amos,0.0,negative,-0.7906
12863,Beside You Babe,Blake Shelton,0.0,neutral,0.4939
12864,Best Day Ever,Blondie,0.0,positive,0.9975
12865,Best Friend - Sofi Tukker Carnival Remix,"Sofi Tukker, NERVO, The Knocks, ALISA UENO",0.0,positive,0.9769
12866,Best Friend,Keyshia Cole,0.0,positive,0.9989
12867,Best I Can (feat. Sharon Van Etten),"Michael Cera, Sharon Van Etten",0.0,positive,0.9878
12868,Best You Ever,Michelle Branch,0.0,positive,0.9981
12869,Bestie (feat. Yxng Bane),"Yungen, Yxng Bane",0.0,positive,0.9979
12870,Betrayed,Lil Xan,1.0,negative,-0.9981
12871,Betrayer,Trivium,0.0,negative,-0.7447
12872,Better My Life,"Pink Vice, MiCi, Journell Pierre",0.0,negative,-0.9994
12873,Better Me,Montgomery Gentry,0.0,positive,0.9665
12874,Better Off Without You,Mallory Knox,0.0,neutral,0.0414
12875,Better Than I Found It (feat. Kierra Sheard),"Danny Gokey, Kierra Sheard",0.0,positive,0.9948
12876,Better Than I Used To Be,"Mat Kearney, AFSHEEN",0.0,positive,0.9245
12877,Beyond Oblivion,Trivium,0.0,negative,-0.9912
12878,Beyond the Pain Barrier,Thor,0.0,neutral,-0.0932
12879,Beyond The Pale,Machine Head,0.0,negative,-0.9168
12880,Bibia Be Ye Ye,Ed Sheeran,0.0,negative,-0.7579
12881,Big Boys,Chuck Berry,0.0,positive,0.9995
12882,Big For Your Boots,Stormzy,0.0,positive,0.9034
12883,Big Game,Everything Everything,0.0,negative,-0.9052
12884,Big Picture,London Grammar,0.0,positive,0.9316
12885,Bigger Than Me,Katy Perry,0.0,negative,-0.6506
12886,Biking,"Frank Ocean, JAY-Z, Tyler, The Creator",0.0,negative,-0.9711
12887,Birthday,K. Michelle,0.0,negative,-0.9982
12888,Birthday Song,Amanda Anne Platt & the Honeycutters,0.0,positive,0.9583
12889,Bitter End,Jonny Lang,0.0,negative,-0.9918
12890,Bittersweet Company,Kip Moore,0.0,neutral,-0.0967
12891,Black Butterflies and Déjà Vu,The Maine,0.0,neutral,-0.4988
12892,black screen,LCD Soundsystem,0.0,negative,-0.5262
12893,Black SpiderMan,"Logic, Damian Lemar Hudson",1.0,positive,0.9952
12894,Black Tears,"Imelda May, Jeff Beck",0.0,negative,-0.9948
12895,Blacked Out,Chris Young,0.0,positive,0.9838
12896,Bleed The Same,"Mandisa, TobyMac, Kirk Franklin",0.0,positive,0.9563
12897,Blem,Drake,0.0,positive,0.8399
12898,Bless This Acid House,Kasabian,0.0,positive,0.9931
12899,Blessings (feat. Ty Dolla $ign),"Lecrae, Ty Dolla $ign",0.0,positive,0.9991
12900,"Blinded By Your Grace, Pt. 1",Stormzy,0.0,positive,0.9917
12901,"Blinded By Your Grace, Pt. 2 (feat. MNEK)","Stormzy, MNEK",0.0,positive,0.996
12902,Blindspot,Comeback Kid,0.0,positive,0.5405
12903,Blissing Me,"Björk, Arca",0.0,positive,0.9895
12904,Blonde,Kip Moore,0.0,positive,0.9858
12905,Blonde,Waterparks,0.0,positive,0.9735
12906,Blood On Me,Sampha,0.0,negative,-0.9056
12907,Blood Under My Belt,The Drums,0.0,positive,0.9989
12908,BLOOD.,Kendrick Lamar,1.0,negative,-0.9785
12909,Bloodstream,The Chainsmokers,0.0,positive,0.9287
12910,Blue Heaven,Bandits on the Run,0.0,positive,0.9982
12911,Blue Light,Kelela,0.0,negative,-0.9954
12912,Boa Me (feat. Ed Sheeran & Mugeez),"Fuse ODG, Ed Sheeran, Mugeez",0.0,positive,0.9605
12913,Bodak Yellow (feat. Kodak Black),"Cardi B, Kodak Black",0.0,neutral,-0.4373
12914,Body,"Loud Luxury, Brando",1.0,positive,0.9974
12915,Body Like A Back Road,Sam Hunt,1.0,positive,0.9961
12916,Body Memory,"Björk, Arca",0.0,positive,0.9634
12917,BOILING POINT,RAT BOY,0.0,positive,0.9677
12918,Bold,Liam Gallagher,0.0,positive,0.9923
12919,Bom Bidi Bom,"Nick Jonas, Nicki Minaj",1.0,positive,0.9985
12920,Bon appétit,"Katy Perry, Migos",1.0,positive,0.9782
12921,Bones of Saints,Robert Plant,0.0,negative,-0.9985
12922,Boo'd Up,Ella Mai,1.0,positive,0.8592
12923,Boots,Kesha,0.0,positive,0.8123
12924,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator, Rex Orange County, Anna of the North",0.0,positive,0.9797
12925,Born Again - Recorded at Spotify Studios NYC,Saint Motel,0.0,negative,-0.9624
12926,Born For Greatness,Papa Roach,0.0,negative,-0.9971
12927,Born to Love You,LANCO,0.0,positive,0.999
12928,Borrowed Time,Wyclef Jean,0.0,positive,0.9771
